package,lib_path,version,priority,depends,imports,needs_compilation,built,url,source
merTools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.2,NA,"R (>= 3.0.2), arm, lme4 (>= 1.1-11), methods","dplyr, mvtnorm, foreach, shiny, abind, ggplot2, blme,
broom.mixed, Matrix",no,4.5.0,NA,CRAN
messydates,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.4,NA,R (>= 4.0),"stringi, purrr, lubridate, dplyr",no,4.5.0,https://globalgov.github.io/messydates/,CRAN
meta,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,8.2-0,NA,"R (>= 4.0.0), metadat","metafor (>= 3.0-0), grid, ggplot2, lme4, CompQuadForm, xml2,
methods, readr, dplyr, magrittr, purrr, stringr, tibble, scales",no,4.5.0,"https://github.com/guido-s/meta/
https://link.springer.com/book/10.1007/978-3-319-21416-0",CRAN
metadat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4-0,NA,R (>= 4.0.0),"utils, tools, mathjaxr",no,4.5.0,"https://github.com/wviechtb/metadat,
https://wviechtb.github.io/metadat/",CRAN
metafor,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.8-0,NA,"R (>= 4.0.0), methods, Matrix, metadat, numDeriv","stats, utils, graphics, grDevices, nlme, mathjaxr, pbapply,
digest",no,4.5.0,"https://www.metafor-project.org
https://github.com/wviechtb/metafor
https://wviechtb.github.io/metafor/ https://www.wvbauer.com",CRAN
mets,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.6,NA,R (>= 3.5),"Rcpp, compiler, lava (>= 1.8.0), methods, mvtnorm, numDeriv,
splines, survival (>= 2.43-1), timereg (>= 1.9.4)",yes,4.5.0,https://kkholst.github.io/mets/,CRAN
mgcv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.9-3,recommended,"R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",yes,4.5.0,NA,CRAN
mgsub,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7.3,NA,NA,NA,no,4.5.0,NA,CRAN
mi,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1,NA,"R (>= 3.0.0), methods, Matrix, stats4",arm (>= 1.4-11),no,4.5.0,http://www.stat.columbia.edu/~gelman/,CRAN
mice,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.18.0,NA,R (>= 2.10.0),"broom, dplyr, glmnet, graphics, grDevices, lattice, mitml,
nnet, Rcpp, rpart, stats, tidyr, utils",yes,4.5.0,"https://github.com/amices/mice, https://amices.org/mice/,
https://stefvanbuuren.name/fimd/",CRAN
miceadds,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.17-44,NA,"R (>= 3.5-0), mice (>= 3.0.0)","graphics, methods, mitools, Rcpp, stats, utils",yes,4.5.0,"https://github.com/alexanderrobitzsch/miceadds,
https://sites.google.com/view/alexander-robitzsch/software",CRAN
microbenchmark,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.0,NA,R (>= 3.2.0),"graphics, stats",yes,4.5.0,https://github.com/joshuaulrich/microbenchmark/,CRAN
mime,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.13,NA,NA,tools,yes,4.5.0,https://github.com/yihui/mime,CRAN
miniUI,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",no,4.5.0,https://github.com/rstudio/miniUI,CRAN
minpack.lm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-4,NA,NA,NA,yes,4.5.0,NA,CRAN
minqa,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.8,NA,NA,Rcpp (>= 0.9.10),yes,4.5.0,http://optimizer.r-forge.r-project.org,CRAN
mirt,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.44.0,NA,"stats, R (>= 4.1.0), stats4, lattice, methods","GPArotation, gridExtra, Matrix (>= 1.5-0), Rcpp, mgcv, vegan,
Deriv, splines, pbapply (>= 1.3-0), dcurver, SimDesign",yes,4.5.0,"https://philchalmers.github.io/mirt/,
https://github.com/philchalmers/mirt/wiki,
https://groups.google.com/forum/#!forum/mirt-package",CRAN
miscF,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-5,NA,"R (>= 3.0.2), MASS (>= 7.3-45), R2jags (>= 0.5-7)","MCMCpack (>= 1.2-4), mvtnorm (>= 0.9-9992)",yes,4.5.0,NA,CRAN
miscTools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6-28,NA,R (>= 2.14.0),digest,no,4.5.0,https://github.com/arne-henningsen/miscTools,CRAN
mitml,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4-5,NA,NA,"pan, jomo, haven, grDevices, graphics, stats, methods, utils",no,4.5.0,NA,CRAN
mitools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4,NA,NA,"DBI, methods, stats",no,4.5.0,NA,CRAN
MKdescr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8,NA,R(>= 3.5.0),"stats, graphics, ggplot2, scales",no,4.5.0,https://github.com/stamats/MKdescr,CRAN
MKinfer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2,NA,R(>= 4.0.0),"stats, MKdescr, boot, arrangements, nlme, ggplot2,
exactRankTests, miceadds",no,4.5.0,https://github.com/stamats/MKinfer,CRAN
MKmisc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.9,NA,R(>= 3.5.0),"stats, utils, graphics, grDevices, RColorBrewer, robustbase,
ggplot2, scales, limma",no,4.5.0,https://github.com/stamats/MKmisc,CRAN
MKpower,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0,NA,R(>= 3.5.0),"stats, matrixTests(>= 0.2), ggplot2, MKdescr, MKinfer(>= 0.4),
qqplotr, coin, mvtnorm",no,4.5.0,https://github.com/stamats/MKpower,CRAN
mlbench,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1-6,NA,R (>= 2.10),NA,yes,4.5.0,NA,CRAN
MLDataR,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 2.10),"ConfusionTableR, dplyr, parsnip, rsample, recipes, workflows,
ranger, caret, varhandle, OddsPlotty, ggplot2",no,4.5.0,NA,CRAN
mlogit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-3,NA,"R (>= 2.10), dfidx","Formula, zoo, lmtest, statmod, MASS, Rdpack",no,4.5.0,https://cran.r-project.org/package=mlogit,CRAN
MNM,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-4,NA,"R (>= 2.9.2), ICSNP, SpatialNP","ellipse, ICS",no,4.5.0,NA,CRAN
mnormt,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.1,NA,R (>= 2.2.0),NA,yes,4.5.0,http://azzalini.stat.unipd.it/SW/Pkg-mnormt/,CRAN
modelbased,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.12.0,NA,R (>= 3.6),"bayestestR (>= 0.16.1), datawizard (>= 1.1.0), insight (>=
1.3.1), parameters (>= 0.27.0), graphics, stats, tools, utils",no,4.5.0,https://easystats.github.io/modelbased/,CRAN
modeldata,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.0,NA,R (>= 4.1),"cli, dplyr, MASS, purrr, rlang (>= 1.1.0), tibble",no,4.5.0,"https://modeldata.tidymodels.org,
https://github.com/tidymodels/modeldata",CRAN
modelenv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,NA,"cli, glue, rlang (>= 1.1.0), tibble, vctrs",no,4.5.0,"https://github.com/tidymodels/modelenv,
http://modelenv.tidymodels.org/",CRAN
ModelMetrics,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.2.2,NA,R (>= 3.2.2),"Rcpp, data.table",yes,4.5.0,NA,CRAN
modelr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.11,NA,R (>= 3.2),"broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",no,4.5.0,"https://modelr.tidyverse.org, https://github.com/tidyverse/modelr",CRAN
modelsummary,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.4.0,NA,R (>= 4.0.0),"checkmate (>= 2.3.1), data.table (>= 1.16.4), generics, glue,
insight (>= 1.3.0), methods, parameters (>= 0.26.0),
performance (>= 0.14.0), tables (>= 0.9.31), tinytable (>=
0.9.0)",no,4.5.0,https://modelsummary.com,CRAN
modeltools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2-24,NA,"stats, stats4",methods,no,4.5.0,NA,CRAN
moderndive,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.0,NA,R (>= 3.4.0),"magrittr, dplyr, purrr, tidyr, ggplot2, tibble, janitor, broom
(>= 0.4.3), formula.tools, stringr, knitr, infer, rlang (>=
0.2.0), glue",no,4.5.0,"https://moderndive.github.io/moderndive/,
https://github.com/moderndive/moderndive/",CRAN
modEvA,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.39,NA,R (>= 2.10),"graphics, grDevices, stats, terra (> 1.5-50)",no,4.5.0,http://modeva.r-forge.r-project.org/,CRAN
moments,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.14.1,NA,NA,NA,no,4.5.0,"https://www.r-project.org, http://www.komsta.net/",CRAN
mosaicCore,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.5,NA,R (>= 4.1.0),"stats, dplyr, rlang, tidyr, MASS",no,4.5.0,https://github.com/ProjectMOSAIC/mosaicCore,CRAN
msm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.8.2,NA,NA,"survival, mvtnorm, expm, generics, tibble",yes,4.5.0,"https://github.com/chjackson/msm, https://chjackson.github.io/msm/",CRAN
multcomp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.4-28,NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",no,4.5.0,"http://multcomp.R-forge.R-project.org,
https://www.routledge.com/Multiple-Comparisons-Using-R/Bretz-Hothorn-Westfall/p/book/9781584885740",CRAN
multcompView,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1-10,NA,NA,grid,no,4.5.0,NA,CRAN
multicool,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,"methods, Rcpp (>= 0.11.2)",NA,yes,4.5.0,https://github.com/jmcurran/multicool,CRAN
multiwayvcov,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.3,NA,R (>= 3.0.0),"sandwich, boot, compiler, parallel, stats, utils",no,4.5.0,http://sites.google.com/site/npgraham1/research/code,CRAN
munsell,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.1,NA,NA,"colorspace, methods",no,4.5.0,"https://cran.r-project.org/package=munsell,
https://github.com/cwickham/munsell/",CRAN
mvtnorm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3-3,NA,R(>= 3.5.0),stats,yes,4.5.0,http://mvtnorm.R-forge.R-project.org,CRAN
naniar,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.0,NA,R (>= 3.1.2),"dplyr, ggplot2, purrr, tidyr, tibble (>= 2.0.0), norm,
magrittr, stats, visdat, rlang (>= 1.1.0), forcats, viridis,
glue, UpSetR, cli, vctrs, lifecycle",no,4.5.0,"https://github.com/njtierney/naniar, http://naniar.njtierney.com/",CRAN
nanoparquet,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.2,NA,R (>= 4.0.0),NA,yes,4.5.0,"https://github.com/r-lib/nanoparquet,
https://nanoparquet.r-lib.org/",CRAN
neiss,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.0.0.9000,NA,R (>= 3.1),tibble,no,4.5.0,https://github.com/hadley/neiss,GitHub repo = hadley/neiss
network,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.19.0,NA,"R (>= 2.10), utils","tibble, magrittr, statnet.common (>= 4.5), stats",yes,4.5.0,https://statnet.org/,CRAN
networkD3,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.1,NA,R (>= 3.0.0),"data.tree, htmlwidgets (>= 0.3.2), igraph, jsonlite, magrittr",no,4.5.0,"https://christophergandrud.github.io/networkD3/,
https://github.com/christophergandrud/networkD3",CRAN
nlme,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1-168,recommended,R (>= 3.6.0),"graphics, stats, utils, lattice",yes,4.5.0,https://svn.r-project.org/R-packages/trunk/nlme/,CRAN
nlmeU,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.70-9,NA,R (>= 2.14.2),nlme,no,4.5.0,http://www-personal.umich.edu/~agalecki/,CRAN
nloptr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.1,NA,NA,NA,yes,4.5.0,"https://github.com/astamm/nloptr, https://astamm.github.io/nloptr/",CRAN
NLP,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3-2,NA,R (>= 3.5.0),utils,no,4.5.0,NA,CRAN
nnet,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,7.3-20,recommended,"R (>= 3.0.0), stats, utils",NA,yes,4.5.0,http://www.stats.ox.ac.uk/pub/MASS4/,CRAN
nonnest2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5-8,NA,R (>= 3.0.0),"CompQuadForm, mvtnorm, lavaan (>= 0.6-6), sandwich, methods",no,4.5.0,https://github.com/qpsy/nonnest2,CRAN
nor1mix,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3-3,NA,NA,"stats, graphics",no,4.5.0,"https://curves-etc.r-forge.r-project.org/,
https://r-forge.r-project.org/R/?group_id=846,
https://r-forge.r-project.org/scm/viewvc.php/pkg/nor1mix/?root=curves-etc,
svn://svn.r-forge.r-project.org/svnroot/curves-etc/pkg/nor1mix",CRAN
norm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-11.1,NA,NA,stats,yes,4.5.0,NA,CRAN
NormPsy,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.8,NA,R (>= 2.14.0),"lcmm (>= 1.7.1), utils",yes,4.5.0,NA,CRAN
nortest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0-4,NA,NA,stats,no,4.5.0,NA,CRAN
noweb,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-4,optional,NA,NA,no,4.5.0,NA,CRAN
numDeriv,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2016.8-1.1,NA,R (>= 2.11.1),NA,no,4.5.0,http://optimizer.r-forge.r-project.org/,CRAN
nycflights13,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.2),tibble,no,4.5.0,https://github.com/hadley/nycflights13,CRAN
odbc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.1,NA,R (>= 4.0.0),"bit64, blob (>= 1.2.0), cli, DBI (>= 1.0.0), hms, lifecycle,
methods, Rcpp (>= 0.12.11), rlang (>= 1.1.0)",yes,4.5.0,"https://odbc.r-dbi.org, https://github.com/r-dbi/odbc,
https://solutions.posit.co/connections/db/",CRAN
OddsPlotty,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,NA,"caret, mlbench, magrittr, ggplot2, tibble, ggthemes, e1071,
tidymodels, rmarkdown",no,4.5.0,https://github.com/StatsGary/OddsPlotty,CRAN
officer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.10,NA,NA,"cli, graphics, grDevices, openssl, R6, ragg, stats, utils,
uuid, xml2 (>= 1.1.0), zip (>= 2.1.0)",no,4.5.0,"https://ardata-fr.github.io/officeverse/,
https://davidgohel.github.io/officer/",CRAN
olsrr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.1,NA,R(>= 3.3),"car, ggplot2, goftest, graphics, gridExtra, nortest, stats,
utils, xplorerr",no,4.5.0,"https://olsrr.rsquaredacademy.com/,
https://github.com/rsquaredacademy/olsrr",CRAN
onewaytests,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1,NA,R (>= 3.2.0),"stats, moments, car, ggplot2, nortest, graphics, utils,
wesanderson",no,4.5.0,NA,CRAN
oompaBase,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.2.10,NA,R (>= 4.4),"methods, graphics, grDevices, stats, cluster",no,4.5.0,http://oompa.r-forge.r-project.org/,CRAN
opdisDownsampling,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 3.5.0),"parallel, graphics, methods, stats, caTools, pracma,
twosamples, doParallel, pbmcapply, foreach",no,4.5.0,https://cran.r-project.org/package=opdisDownsampling,CRAN
OpenMx,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.22.7,NA,R (>= 4.5.0),"digest, MASS, Matrix (>= 1.2-16), methods, Rcpp, RcppParallel,
parallel, lifecycle",yes,4.5.0,"https://openmx.ssri.psu.edu/, https://github.com/OpenMx/OpenMx",CRAN
openssl,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3.3,NA,NA,askpass,yes,4.5.0,https://jeroen.r-universe.dev/openssl,CRAN
openxlsx,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.2.8,NA,R (>= 3.3.0),"grDevices, methods, Rcpp, stats, stringi, utils, zip",yes,4.5.0,"https://ycphs.github.io/openxlsx/index.html,
https://github.com/ycphs/openxlsx",CRAN
operator.tools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.3,NA,NA,utils (>= 3.3.2),no,4.5.0,https://github.com/decisionpatterns/operator.tools,CRAN
ordinal,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2023.12-4.1,NA,"R (>= 2.13.0), stats, methods","ucminf, MASS, Matrix, numDeriv, nlme",yes,4.5.0,https://github.com/runehaubo/ordinal,CRAN
outliers,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.15,NA,R (>= 2.0),NA,no,4.5.0,"https://www.R-project.org, http://www.komsta.net/",CRAN
packrat,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.3,NA,R (>= 3.0.0),"tools, utils",no,4.5.0,https://github.com/rstudio/packrat,CRAN
pacman,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.1,NA,R (>= 3.5.0),"remotes, methods, stats, utils",no,4.5.0,https://github.com/trinker/pacman,CRAN
padr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.3,NA,R (>= 3.0.0),"Rcpp, dplyr (>= 1.0.0), lubridate, rlang",yes,4.5.0,"https://edwinth.github.io/padr/, https://github.com/EdwinTh/padr",CRAN
pagedown,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.22,NA,R (>= 3.5.0),"rmarkdown (>= 2.13), bookdown (>= 0.8), htmltools, jsonlite,
later (>= 1.0.0), processx, servr (>= 0.31), httpuv, xfun,
websocket",no,4.5.0,https://github.com/rstudio/pagedown,CRAN
PairedData,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.1,NA,"methods,graphics,MASS,gld,mvtnorm,lattice,ggplot2",NA,no,4.5.0,NA,CRAN
paletteer,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.0,NA,R (>= 2.10),"prismatic, rematch2, rlang, rstudioapi",no,4.5.0,https://github.com/EmilHvitfeldt/paletteer,CRAN
palmerpenguins,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.1,NA,R (>= 2.10),NA,no,4.5.0,"https://allisonhorst.github.io/palmerpenguins/,
https://github.com/allisonhorst/palmerpenguins",CRAN
palr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.0,NA,R (>= 3.6.0),grDevices,no,4.5.0,https://github.com/AustralianAntarcticDivision/palr,CRAN
pals,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.10,NA,R (>= 4.1.0),"colorspace, dichromat, graphics, grDevices, mapproj, maps,
methods, stats",no,4.5.0,https://kwstat.github.io/pals/,CRAN
pammtools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.3,NA,R (>= 4.1.0),"mgcv, survival (>= 2.39-5), checkmate, magrittr, rlang, tidyr
(>= 1.0.0), ggplot2 (>= 3.2.2), dplyr (>= 1.0.0), purrr (>=
0.2.3), tibble, lazyeval, Formula, mvtnorm, pec, vctrs (>=
0.3.0), scam",no,4.5.0,https://adibender.github.io/pammtools/,CRAN
pan,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.9,NA,R (>= 2.10),NA,yes,4.5.0,NA,CRAN
pander,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.6,NA,R (>= 2.15.0),"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp",yes,4.5.0,https://rapporter.github.io/pander/,CRAN
parallelly,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.45.1,NA,NA,"parallel, tools, utils",yes,4.5.0,"https://parallelly.futureverse.org,
https://github.com/futureverse/parallelly",CRAN
parameters,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.27.0,NA,R (>= 3.6),"bayestestR (>= 0.16.1), datawizard (>= 1.1.0), insight (>=
1.3.1), graphics, methods, stats, utils",no,4.5.0,https://easystats.github.io/parameters/,CRAN
paramtest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.1,NA,NA,"stats, boot",no,4.5.0,NA,CRAN
parsedate,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.2,NA,NA,NA,yes,4.5.0,https://github.com/gaborcsardi/parsedate,CRAN
parSEER,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,"dplyr, raster, readr, readxl, stringi",NA,no,4.5.0,NA,GitHub repo = cezden/parSEER
parsnip,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.2,NA,R (>= 4.1),"cli, dplyr (>= 1.1.0), generics (>= 0.1.2), ggplot2, globals,
glue, hardhat (>= 1.4.1), lifecycle, magrittr, pillar,
prettyunits, purrr (>= 1.0.0), rlang (>= 1.1.0), sparsevctrs
(>= 0.2.0), stats, tibble (>= 2.1.1), tidyr (>= 1.3.0), utils,
vctrs (>= 0.6.0), withr",no,4.5.0,"https://github.com/tidymodels/parsnip,
https://parsnip.tidymodels.org/",CRAN
partitions,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.10-9,NA,R (>= 3.6.0),"gmp, polynom, sets, Rdpack",yes,4.5.0,https://github.com/RobinHankin/partitions,CRAN
partykit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-24,NA,"R (>= 3.5.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",yes,4.5.0,http://partykit.r-forge.r-project.org/partykit/,CRAN
patchwork,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.1,NA,NA,"ggplot2 (>= 3.0.0), gtable (>= 0.3.6), grid, stats, grDevices,
utils, graphics, rlang (>= 1.0.0), cli, farver",no,4.5.0,"https://patchwork.data-imaginist.com,
https://github.com/thomasp85/patchwork",CRAN
patternplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,R (>= 3.5),"Rcpp (>= 0.11.0), R6 (>= 2.1.2), ggplot2 (>= 2.1.0), jpeg (>=
0.1-8), png (>= 0.1-7), grDevices, utils, RcppParallel, dplyr,
gtable, gridExtra",yes,4.5.0,NA,CRAN
pbapply,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7-4,NA,R (>= 3.2.0),parallel,no,4.5.0,"https://github.com/psolymos/pbapply,
https://peter.solymos.org/pbapply/",CRAN
pbivnorm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.0,NA,NA,NA,yes,4.5.0,https://github.com/brentonk/pbivnorm,CRAN
pbkrtest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.5,NA,"R (>= 4.2.0), lme4 (>= 1.1.31)","broom, dplyr, MASS, methods, numDeriv, Matrix (>= 1.2.3), doBy
(>= 4.6.22)",no,4.5.0,https://people.math.aau.dk/~sorenh/software/pbkrtest/,CRAN
pbmcapply,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.1,NA,"utils, parallel",NA,yes,4.5.0,https://github.com/kvnkuang/pbmcapply,CRAN
pcaPP,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0-5,NA,R(>= 3.6.2),"mvtnorm, methods",yes,4.5.0,https://github.com/valentint/pcaPP,CRAN
pdftools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.5.0,NA,NA,"Rcpp (>= 0.12.12), qpdf",yes,4.5.0,"https://ropensci.r-universe.dev/pdftools,
https://docs.ropensci.org/pdftools/",CRAN
pec,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2025.06.24,NA,"R (>= 2.9.0), prodlim (>= 1.4.9)","foreach (>= 1.4.2), rms (>= 4.2-0), survival (>= 2.37-7),
riskRegression (>= 2020.02.05), lava (>= 1.4.1), timereg (>=
1.8.9),",yes,4.5.0,NA,CRAN
performance,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.15.0,NA,R (>= 4.0),"bayestestR (>= 0.16.0), insight (>= 1.3.1), datawizard (>=
1.1.0), stats, methods, utils",no,4.5.0,https://easystats.github.io/performance/,CRAN
PerformanceAnalytics,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.8,NA,"R (>= 3.5.0), xts (>= 0.10.0)","methods, quadprog, zoo",yes,4.5.0,https://github.com/braverock/PerformanceAnalytics,CRAN
permute,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9-8,NA,R (>= 3.6.0),stats,no,4.5.0,https://github.com/gavinsimpson/permute,CRAN
pheatmap,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.13,NA,R (>= 2.0),"grid, RColorBrewer, scales, gtable, stats, grDevices, graphics",no,4.5.0,NA,CRAN
pillar,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.11.0,NA,NA,"cli (>= 2.3.0), glue, lifecycle, rlang (>= 1.0.2), utf8 (>=
1.1.0), utils, vctrs (>= 0.5.0)",no,4.5.0,"https://pillar.r-lib.org/, https://github.com/r-lib/pillar",CRAN
piton,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,NA,Rcpp,yes,4.5.0,https://github.com/Ironholds/piton,CRAN
pixmap,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4-14,NA,NA,"methods, graphics, grDevices",no,4.5.0,NA,CRAN
